ID Empresa;Empresa;Año;Periodo;Fecha certificación del cargue;NUAP;Departamento;Municipio;Tipo de sitio de destino;N del sitio de destino;Toneladas de limpieza urbana;Toneladas barrido y limpieza;Toneladas residuos No Aprov.;Toneladas Rechazo Aprov.;Toneladas de residuos aprov.;Valor de peajes ($);Fecha de actualización
81;ASEO TECNICO S.A.S. E.S.P.;2019;11;16/04/20;26144430;LA GUAJIRA;MAICAO;Sitio de Disposición Final;22244430;0;136,2;1025,81;0;0;0;24/06/20
81;ASEO TECNICO S.A.S. E.S.P.;2019;12;16/04/20;26144430;LA GUAJIRA;MAICAO;Sitio de Disposición Final;20644279;0;0;1664,06;0;0;0;24/06/20
81;ASEO TECNICO S.A.S. E.S.P.;2019;12;16/04/20;26144430;LA GUAJIRA;MAICAO;Sitio de Disposición Final;22244430;0;215,2;1345,74;0;0;0;24/06/20
81;ASEO TECNICO S.A.S. E.S.P.;2020;1;08/06/20;26144430;LA GUAJIRA;MAICAO;Sitio de Disposición Final;20644279;3,46;0;1173,79;0;0;0;24/06/20
81;ASEO TECNICO S.A.S. E.S.P.;2020;1;08/06/20;26144430;LA GUAJIRA;MAICAO;Sitio de Disposición Final;22244430;0;313,38;1502,02;0;0;0;24/06/20
81;ASEO TECNICO S.A.S. E.S.P.;2020;2;08/06/20;26144430;LA GUAJIRA;MAICAO;Sitio de Disposición Final;20644279;0;3,06;1445,12;0;0;0;24/06/20
81;ASEO TECNICO S.A.S. E.S.P.;2020;2;08/06/20;26144430;LA GUAJIRA;MAICAO;Sitio de Disposición Final;22244430;3,75;193,97;1231,22;0;0;0;24/06/20
81;ASEO TECNICO S.A.S. E.S.P.;2020;3;08/06/20;26144430;LA GUAJIRA;MAICAO;Sitio de Disposición Final;20644279;0;11,61;1933,59;0;0;0;24/06/20
81;ASEO TECNICO S.A.S. E.S.P.;2020;3;08/06/20;26144430;LA GUAJIRA;MAICAO;Sitio de Disposición Final;22244430;2,95;126,89;626,15;0;0;0;24/06/20
81;ASEO TECNICO S.A.S. E.S.P.;2020;4;11/06/20;26144430;LA GUAJIRA;MAICAO;Sitio de Disposición Final;20644279;0;0;305,69;0;0;0;24/06/20
81;ASEO TECNICO S.A.S. E.S.P.;2020;4;11/06/20;26144430;LA GUAJIRA;MAICAO;Sitio de Disposición Final;22244430;4,68;166,97;2402,05;0;0;0;24/06/20
81;ASEO TECNICO S.A.S. E.S.P.;2020;5;11/06/20;26144430;LA GUAJIRA;MAICAO;Sitio de Disposición Final;20644279;0;0;690,56;0;0;0;24/06/20
81;ASEO TECNICO S.A.S. E.S.P.;2020;5;11/06/20;26144430;LA GUAJIRA;MAICAO;Sitio de Disposición Final;22244430;2,71;169,75;2067,99;0;0;0;24/06/20
96;EMPRESA DE SERVICIOS PÚBLICOS DE EL CARMEN DE VIBORAL E.S.P.;2016;4;26/06/18;440305148;ANTIOQUIA;EL CARMEN DE VIBORAL;Sitio de Disposición Final;640205148;0;0;575,22;0;0;0;24/06/20
96;EMPRESA DE SERVICIOS PÚBLICOS DE EL CARMEN DE VIBORAL E.S.P.;2016;5;26/06/18;440305148;ANTIOQUIA;EL CARMEN DE VIBORAL;Sitio de Disposición Final;640205148;0;0;681,48;0;0;0;24/06/20
96;EMPRESA DE SERVICIOS PÚBLICOS DE EL CARMEN DE VIBORAL E.S.P.;2016;6;26/06/18;440305148;ANTIOQUIA;EL CARMEN DE VIBORAL;Sitio de Disposición Final;640205148;0;0;678,24;0;0;0;24/06/20
96;EMPRESA DE SERVICIOS PÚBLICOS DE EL CARMEN DE VIBORAL E.S.P.;2016;7;26/06/18;440305148;ANTIOQUIA;EL CARMEN DE VIBORAL;Sitio de Disposición Final;640205148;0;0;772,29;0;0;0;24/06/20
96;EMPRESA DE SERVICIOS PÚBLICOS DE EL CARMEN DE VIBORAL E.S.P.;2016;8;26/06/18;440305148;ANTIOQUIA;EL CARMEN DE VIBORAL;Sitio de Disposición Final;640205148;0;0;785,28;0;0;0;24/06/20
96;EMPRESA DE SERVICIOS PÚBLICOS DE EL CARMEN DE VIBORAL E.S.P.;2016;9;26/06/18;440305148;ANTIOQUIA;EL CARMEN DE VIBORAL;Sitio de Disposición Final;640205148;0;0;667,68;0;0;0;24/06/20
96;EMPRESA DE SERVICIOS PÚBLICOS DE EL CARMEN DE VIBORAL E.S.P.;2016;10;26/06/18;440305148;ANTIOQUIA;EL CARMEN DE VIBORAL;Sitio de Disposición Final;640205148;0;0;661,13;0;0;0;24/06/20
96;EMPRESA DE SERVICIOS PÚBLICOS DE EL CARMEN DE VIBORAL E.S.P.;2016;11;26/06/18;440305148;ANTIOQUIA;EL CARMEN DE VIBORAL;Sitio de Disposición Final;640205148;0;0;610,72;0;0;0;24/06/20
